Date,Open,High,Low,Close,Adj Close,Volume
2019-10-16,51.48,52.42,51.38,51.95,51.95,33420500
2019-10-17,52.5,52.96,52.03,52.39,52.39,23846500
2019-10-18,52.14,52.56,51.02,51.39,51.39,28749000
2019-10-21,51.67,51.9,50.04,50.7,50.7,25101500
2019-10-22,50.86,51.67,50.17,51.12,51.12,23004000
2019-10-23,50.9,51.23,50.27,50.94,50.94,26305500
2019-10-24,59.67,60.99,57.84,59.94,59.94,148604500
2019-10-25,59.54,66.0,59.22,65.63,65.63,150030500
2019-10-28,65.51,68.17,64.52,65.54,65.54,94351500
2019-10-29,64.0,64.86,62.95,63.24,63.24,63421500
2019-10-30,62.6,63.76,61.99,63.0,63.0,48209000
2019-10-31,62.62,63.8,62.6,62.98,62.98,25335000
2019-11-01,63.26,63.3,61.96,62.66,62.66,31919500
2019-11-04,62.96,64.39,61.85,63.49,63.49,43935000
2019-11-05,63.92,64.7,63.22,63.44,63.44,34717000
2019-11-06,63.6,65.34,62.9,65.32,65.32,39704500
2019-11-07,65.83,68.3,65.6,67.11,67.11,72336500
2019-11-08,66.9,67.49,66.5,67.43,67.43,30346000
2019-11-11,68.79,69.84,68.4,69.02,69.02,49933500
2019-11-12,69.38,70.07,68.81,69.99,69.99,36797000
2019-11-13,71.0,71.27,69.04,69.22,69.22,42100500
2019-11-14,69.22,70.77,68.58,69.87,69.87,32324500
2019-11-15,70.13,70.56,69.67,70.43,70.43,24045000
2019-11-18,70.58,70.63,69.22,70.0,70.0,22002000
2019-11-19,70.35,72.0,69.56,71.9,71.9,38624000
2019-11-20,72.0,72.24,69.91,70.44,70.44,33625500
2019-11-21,70.9,72.17,70.8,70.97,70.97,30550000
2019-11-22,68.03,68.2,66.0,66.61,66.61,84353000
2019-11-25,68.86,68.91,66.89,67.27,67.27,61697500
2019-11-26,67.05,67.1,65.42,65.78,65.78,39737000
2019-11-27,66.22,66.79,65.71,66.26,66.26,27778000
2019-11-29,66.22,66.25,65.5,65.99,65.99,12328000
2019-12-02,65.88,67.28,65.74,66.97,66.97,30372500
2019-12-03,66.52,67.58,66.44,67.24,67.24,32868500
2019-12-04,67.55,67.57,66.57,66.61,66.61,27665000
2019-12-05,66.57,66.88,65.45,66.07,66.07,18623000
2019-12-06,67.0,67.77,66.95,67.18,67.18,38062000
2019-12-09,67.32,68.89,67.02,67.91,67.91,45115500
2019-12-10,67.99,70.15,67.86,69.77,69.77,44141500
2019-12-11,70.38,71.44,70.22,70.54,70.54,34489000
2019-12-12,70.98,72.55,70.65,71.94,71.94,38819500
2019-12-13,72.21,73.04,70.93,71.68,71.68,32854500
2019-12-16,72.51,76.72,72.5,76.3,76.3,90871000
2019-12-17,75.8,77.1,75.18,75.8,75.8,42484000
2019-12-18,76.13,79.04,76.12,78.63,78.63,70605000
2019-12-19,79.46,81.37,79.3,80.81,80.81,90535500
2019-12-20,82.06,82.6,80.04,81.12,81.12,73763500
2019-12-23,82.36,84.4,82.0,83.84,83.84,66598000
2019-12-24,83.67,85.09,82.54,85.05,85.05,40273500
2019-12-26,85.58,86.7,85.27,86.19,86.19,53169500
2019-12-27,87.0,87.06,85.22,86.08,86.08,49728500
2019-12-30,85.76,85.8,81.85,82.94,82.94,62932000
2019-12-31,81.0,84.26,80.42,83.67,83.67,51428500
2020-01-02,84.9,86.14,84.34,86.05,86.05,47660500
2020-01-03,88.1,90.8,87.38,88.6,88.6,88892500
2020-01-06,88.09,90.31,88.0,90.31,90.31,50665000
2020-01-07,92.28,94.33,90.67,93.81,93.81,89410500
2020-01-08,94.74,99.7,93.65,98.43,98.43,155721500
2020-01-09,99.42,99.76,94.57,96.27,96.27,142202000
2020-01-10,96.36,96.99,94.74,95.63,95.63,64797500
2020-01-13,98.7,105.13,98.4,104.97,104.97,132588000
2020-01-14,108.85,109.48,104.98,107.58,107.58,144981000
2020-01-15,105.95,107.57,103.36,103.7,103.7,86844000
2020-01-16,98.75,102.89,98.43,102.7,102.7,108683500
2020-01-17,101.52,103.13,100.63,102.1,102.1,68145500
2020-01-21,106.05,109.72,105.68,109.44,109.44,89017500
2020-01-22,114.38,118.9,111.82,113.91,113.91,156845000
2020-01-23,112.85,116.4,111.12,114.44,114.44,98255000
2020-01-24,114.13,114.77,110.85,112.96,112.96,71768000
2020-01-27,108.4,112.89,107.86,111.6,111.6,68040500
2020-01-28,113.7,115.36,111.62,113.38,113.38,58942500
2020-01-29,115.14,117.96,113.49,116.2,116.2,89007500
2020-01-30,126.48,130.18,123.6,128.16,128.16,145028500
2020-01-31,128.0,130.6,126.5,130.11,130.11,78596500
2020-02-03,134.74,157.23,134.7,156.0,156.0,235325000
2020-02-04,176.59,193.8,166.78,177.41,177.41,304694000
2020-02-05,164.65,169.2,140.82,146.94,146.94,242119000
2020-02-06,139.98,159.17,137.4,149.79,149.79,199404000
2020-02-07,146.11,153.95,146.0,149.61,149.61,85317500
2020-02-10,160.0,164.0,150.48,154.26,154.26,123446000
2020-02-11,153.76,156.7,151.6,154.88,154.88,58487500
2020-02-12,155.57,157.95,152.67,153.46,153.46,60112500
2020-02-13,148.37,163.6,147.0,160.8,160.8,131446500
2020-02-14,157.44,162.59,157.1,160.01,160.01,78468500
2020-02-18,168.32,172.0,166.47,171.68,171.68,81908500
2020-02-19,184.7,188.96,180.2,183.48,183.48,127115000
2020-02-20,182.39,182.4,171.99,179.88,179.88,88174500
2020-02-21,181.4,182.61,176.09,180.2,180.2,71574000
2020-02-24,167.8,172.7,164.44,166.76,166.76,75961000
2020-02-25,169.8,171.32,157.4,159.98,159.98,86452500
2020-02-26,156.5,162.66,155.22,155.76,155.76,70427500
2020-02-27,146.0,147.95,133.8,135.8,135.8,121386000
2020-02-28,125.94,138.1,122.3,133.6,133.6,121114500
2020-03-02,142.25,148.74,137.33,148.72,148.72,100975000
2020-03-03,161.0,161.4,143.22,149.1,149.1,128920000
2020-03-04,152.79,153.3,144.95,149.9,149.9,75245000
2020-03-05,144.75,149.15,143.61,144.91,144.91,54263500
2020-03-06,138.0,141.4,136.85,140.7,140.7,63314500
2020-03-09,121.08,132.6,121.0,121.6,121.6,85368500
2020-03-10,131.89,133.6,121.6,129.07,129.07,77972000
2020-03-11,128.04,130.72,122.6,126.85,126.85,66612500
2020-03-12,116.18,118.9,109.25,112.11,112.11,94545500
2020-03-13,119.0,121.51,100.4,109.32,109.32,113201500
2020-03-16,93.9,98.97,88.43,89.01,89.01,102447500
2020-03-17,88.0,94.37,79.2,86.04,86.04,119973000
2020-03-18,77.8,80.97,70.1,72.24,72.24,118931000
2020-03-19,74.94,90.4,71.69,85.53,85.53,150977500
2020-03-20,87.64,95.4,85.16,85.51,85.51,141427500
2020-03-23,86.72,88.4,82.1,86.86,86.86,82272500
2020-03-24,95.46,102.74,94.8,101.0,101.0,114476000
2020-03-25,109.05,111.4,102.22,107.85,107.85,106113500
2020-03-26,109.48,112.0,102.45,105.63,105.63,86903500
2020-03-27,101.0,105.16,98.81,102.87,102.87,71887000
2020-03-30,102.05,103.33,98.25,100.43,100.43,59990500
2020-03-31,100.25,108.59,99.4,104.8,104.8,88857500
2020-04-01,100.8,102.79,95.02,96.31,96.31,66766000
2020-04-02,96.21,98.85,89.28,90.89,90.89,99292000
2020-04-03,101.9,103.1,93.68,96.0,96.0,112810500
2020-04-06,102.24,104.2,99.59,103.25,103.25,74509000
2020-04-07,109.0,113.0,106.47,109.09,109.09,89599000
2020-04-08,110.84,111.44,106.67,109.77,109.77,63280000
2020-04-09,112.42,115.04,111.42,114.6,114.6,68250000
2020-04-13,118.03,130.4,116.11,130.19,130.19,112377000
2020-04-14,139.79,148.38,138.49,141.98,141.98,152882500
2020-04-15,148.4,150.63,142.0,145.97,145.97,117885000
2020-04-16,143.39,151.89,141.34,149.04,149.04,103289500
2020-04-17,154.46,154.99,149.53,150.78,150.78,65641000
2020-04-20,146.54,153.11,142.44,149.27,149.27,73733000
2020-04-21,146.02,150.67,134.76,137.34,137.34,101045500
2020-04-22,140.8,146.8,137.74,146.42,146.42,70827500
2020-04-23,145.52,146.8,140.63,141.13,141.13,66183500
2020-04-24,142.16,146.15,139.64,145.03,145.03,66060000
2020-04-27,147.52,159.9,147.0,159.75,159.75,103407000
2020-04-28,159.13,161.0,151.34,153.82,153.82,76110000
2020-04-29,158.03,160.64,156.63,160.1,160.1,81080000
2020-04-30,171.04,173.96,152.7,156.38,156.38,142359500
2020-05-01,151.0,154.55,136.61,140.26,140.26,162659000
2020-05-04,140.2,152.4,139.6,152.24,152.24,96185500
2020-05-05,157.96,159.78,152.44,153.64,153.64,84958500
2020-05-06,155.3,157.96,152.22,156.52,156.52,55616000
2020-05-07,155.44,159.28,154.47,156.01,156.01,57638500
2020-05-08,158.75,164.8,157.4,163.88,163.88,80432500
2020-05-11,158.1,164.8,157.0,162.26,162.26,82598000
2020-05-12,165.4,168.66,161.6,161.88,161.88,79534500
2020-05-13,164.17,165.2,152.66,158.19,158.19,95327500
2020-05-14,156.0,160.67,152.8,160.67,160.67,68411000
2020-05-15,158.07,161.01,157.31,159.83,159.83,52592000
2020-05-18,165.56,166.94,160.78,162.73,162.73,58329000
2020-05-19,163.03,164.41,161.22,161.6,161.6,48182500
2020-05-20,164.1,165.2,162.36,163.11,163.11,36546500
2020-05-21,163.2,166.5,159.2,165.52,165.52,61273000
2020-05-22,164.43,166.36,162.4,163.38,163.38,49937500
2020-05-26,166.9,166.92,163.14,163.77,163.77,40448500
2020-05-27,164.17,165.54,157.0,164.05,164.05,57747500
2020-05-28,162.7,164.95,160.34,161.16,161.16,36278000
2020-05-29,161.75,167.0,160.84,167.0,167.0,58822500
2020-06-01,171.6,179.8,170.82,179.62,179.62,74697500
2020-06-02,178.94,181.73,174.2,176.31,176.31,67828000
2020-06-03,177.62,179.59,176.02,176.59,176.59,39747500
2020-06-04,177.98,179.15,171.69,172.88,172.88,44438500
2020-06-05,175.57,177.3,173.24,177.13,177.13,39059500
2020-06-08,183.8,190.0,181.83,189.98,189.98,70873500
2020-06-09,188.0,190.89,184.79,188.13,188.13,56941000
2020-06-10,198.38,205.5,196.5,205.01,205.01,92817000
2020-06-11,198.04,203.79,194.4,194.57,194.57,79582500
2020-06-12,196.0,197.6,182.52,187.06,187.06,83817000
2020-06-15,183.56,199.77,181.7,198.18,198.18,78486000
2020-06-16,202.37,202.58,192.48,196.43,196.43,70255500
2020-06-17,197.54,201.0,196.51,198.36,198.36,49454000
2020-06-18,200.6,203.84,198.89,200.79,200.79,48759500
2020-06-19,202.56,203.19,198.27,200.18,200.18,43398500
2020-06-22,199.99,201.78,198.0,198.86,198.86,31812000
2020-06-23,199.78,202.4,198.8,200.36,200.36,31826500
2020-06-24,198.82,200.18,190.63,192.17,192.17,54798000
2020-06-25,190.85,197.2,187.43,197.2,197.2,46272500
2020-06-26,198.96,199.0,190.97,191.95,191.95,44274500
2020-06-29,193.8,202.0,189.7,201.87,201.87,45132000
2020-06-30,201.3,217.54,200.75,215.96,215.96,84592500
2020-07-01,216.6,227.07,216.1,223.93,223.93,66634500
2020-07-02,244.3,245.6,237.12,241.73,241.73,86250500
2020-07-06,255.34,275.56,253.21,274.32,274.32,102849500
2020-07-07,281.0,285.9,267.34,277.97,277.97,107448500
2020-07-08,281.0,283.45,262.27,273.18,273.18,81556500
2020-07-09,279.4,281.71,270.26,278.86,278.86,58588000
2020-07-10,279.2,309.78,275.2,308.93,308.93,116688000
2020-07-13,331.8,359.0,294.22,299.41,299.41,194927000
2020-07-14,311.2,318.0,286.2,303.36,303.36,117090500
2020-07-15,308.6,310.0,291.4,309.2,309.2,81839000
2020-07-16,295.43,306.34,293.2,300.13,300.13,71504000
2020-07-17,302.69,307.5,298.0,300.17,300.17,46650000
2020-07-20,303.8,330.0,297.6,328.6,328.6,85607000
2020-07-21,327.99,335.0,311.6,313.67,313.67,80536000
2020-07-22,319.8,325.28,312.4,318.47,318.47,70805500
2020-07-23,335.79,337.8,296.15,302.61,302.61,121642500
2020-07-24,283.2,293.0,273.31,283.4,283.4,96983000
2020-07-27,287.0,309.59,282.6,307.92,307.92,80243500
2020-07-28,300.8,312.94,294.88,295.3,295.3,79043500
2020-07-29,300.2,306.96,297.4,299.82,299.82,47134500
2020-07-30,297.6,302.65,294.2,297.5,297.5,38105000
2020-07-31,303.0,303.41,284.2,286.15,286.15,61041000
2020-08-03,289.84,301.96,288.88,297.0,297.0,44046500
2020-08-04,299.0,305.48,292.4,297.4,297.4,42075000
2020-08-05,298.6,299.97,293.66,297.0,297.0,24739000
2020-08-06,298.17,303.46,295.45,297.92,297.92,29961500
2020-08-07,299.91,299.95,283.0,290.54,290.54,44482000
2020-08-10,289.6,291.5,277.17,283.71,283.71,37611500
2020-08-11,279.2,284.0,273.0,274.88,274.88,43129000
2020-08-12,294.0,317.0,287.0,310.95,310.95,109147000
2020-08-13,322.2,330.24,313.45,324.2,324.2,102126500
2020-08-14,333.0,333.76,325.33,330.14,330.14,62888000
2020-08-17,335.4,369.17,334.57,367.13,367.13,101211500
2020-08-18,379.8,384.78,369.02,377.42,377.42,82372500
2020-08-19,373.0,382.2,368.24,375.71,375.71,61026500
2020-08-20,372.14,404.4,371.41,400.37,400.37,103059000
2020-08-21,408.95,419.1,405.01,410.0,410.0,107448000
2020-08-24,425.26,425.8,385.5,402.84,402.84,100318000
2020-08-25,394.98,405.59,393.6,404.67,404.67,53294500
2020-08-26,412.0,433.2,410.73,430.63,430.63,71197000
2020-08-27,436.09,459.12,428.5,447.75,447.75,118465000
2020-08-28,459.02,463.7,437.3,442.68,442.68,100406000
2020-08-31,444.61,500.14,440.11,498.32,498.32,118374400
2020-09-01,502.14,502.49,470.51,475.05,475.05,89841100
2020-09-02,478.99,479.04,405.12,447.37,447.37,96176100
2020-09-03,407.23,431.8,402.0,407.0,407.0,87596100
2020-09-04,402.81,428.0,372.02,418.32,418.32,110321900
2020-09-08,356.0,368.74,329.88,330.21,330.21,115465700
2020-09-09,356.6,369.0,341.51,366.28,366.28,79465800
2020-09-10,386.21,398.99,360.56,371.34,371.34,84930600
2020-09-11,381.94,382.5,360.5,372.72,372.72,60717500
2020-09-14,380.95,420.0,373.3,419.62,419.62,83020600
2020-09-15,436.56,461.94,430.7,449.76,449.76,97298200
2020-09-16,439.87,457.79,435.31,441.76,441.76,72279300
2020-09-17,415.6,437.79,408.0,423.43,423.43,76779200
2020-09-18,447.94,451.0,428.8,442.15,442.15,86406800
2020-09-21,453.13,455.68,407.07,449.39,449.39,109476800
2020-09-22,429.6,437.76,417.6,424.23,424.23,79580800
2020-09-23,405.16,412.15,375.88,380.36,380.36,95074200
2020-09-24,363.8,399.5,351.3,387.79,387.79,96561100
2020-09-25,393.47,408.73,391.3,407.34,407.34,67208500
2020-09-28,424.62,428.08,415.55,421.2,421.2,49719600
2020-09-29,416.0,428.5,411.6,419.07,419.07,50219300
2020-09-30,421.32,433.93,420.47,429.01,429.01,48145600
2020-10-01,440.76,448.88,434.42,448.16,448.16,50741500
2020-10-02,421.39,439.13,415.0,415.09,415.09,71430000
2020-10-05,423.35,433.64,419.33,425.68,425.68,44722800
2020-10-06,423.79,428.78,406.05,413.98,413.98,49146300
2020-10-07,419.87,429.9,413.85,425.3,425.3,43127700
2020-10-08,438.44,439.0,425.3,425.92,425.92,40421100
2020-10-09,430.13,434.59,426.46,434.0,434.0,28925700
2020-10-12,442.0,448.74,438.58,442.3,442.3,38791100
2020-10-13,443.35,448.89,436.6,446.65,446.65,34463700
2020-10-14,449.78,465.9,447.35,461.3,461.3,47879700
2020-10-15,450.31,456.57,442.5,448.88,448.88,35672400
2020-10-16,454.44,455.95,438.85,439.67,439.67,32775900
2020-10-19,446.24,447.0,428.87,430.83,430.83,36287800
2020-10-20,431.75,431.75,419.05,421.94,421.94,31656300
2020-10-21,422.7,432.95,421.25,422.64,422.64,32370500
2020-10-22,441.92,445.23,424.51,425.79,425.79,39993200
2020-10-23,421.84,422.89,407.38,420.63,420.63,33717000
2020-10-26,411.63,425.76,410.0,420.28,420.28,28239200
2020-10-27,423.76,430.5,420.1,424.68,424.68,22686500
2020-10-28,416.48,418.6,406.0,406.02,406.02,25451400
2020-10-29,409.96,418.06,406.46,410.83,410.83,22655300
2020-10-30,406.9,407.59,379.11,388.04,388.04,42511300
2020-11-02,394.0,406.98,392.3,400.51,400.51,29021100
2020-11-03,409.73,427.77,406.69,423.9,423.9,34351700
2020-11-04,430.62,435.4,417.1,420.98,420.98,32143100
2020-11-05,428.3,440.0,424.0,438.09,438.09,28414500
2020-11-06,436.1,436.57,424.28,429.95,429.95,21706000
2020-11-09,439.5,452.5,421.0,421.26,421.26,34833000
2020-11-10,420.09,420.09,396.03,410.36,410.36,30284200
2020-11-11,416.45,418.7,410.58,417.13,417.13,17357700
2020-11-12,415.05,423.0,409.52,411.76,411.76,19855100
2020-11-13,410.85,412.53,401.66,408.5,408.5,19771100
2020-11-16,408.93,412.45,404.09,408.09,408.09,26838600
2020-11-17,460.17,462.0,433.01,441.61,441.61,61188300
2020-11-18,448.35,496.0,443.5,486.64,486.64,78044000
2020-11-19,492.0,508.61,487.57,499.27,499.27,62475300
2020-11-20,497.99,502.5,489.06,489.61,489.61,32911900
2020-11-23,503.5,526.0,501.79,521.85,521.85,50260300
2020-11-24,540.4,559.99,526.2,555.38,555.38,53648500
2020-11-25,550.06,574.0,545.37,574.0,574.0,48930200
2020-11-27,581.16,598.78,578.45,585.76,585.76,37561100
2020-11-30,602.21,607.8,554.51,567.6,567.6,63003100
2020-12-01,597.59,597.85,572.05,584.76,584.76,40103500
2020-12-02,556.44,571.54,541.21,568.82,568.82,47775700
2020-12-03,590.02,598.97,582.43,593.38,593.38,42552000
2020-12-04,591.01,599.04,585.5,599.04,599.04,29401300
2020-12-07,604.92,648.79,603.05,641.76,641.76,56309700
2020-12-08,625.51,651.28,618.5,649.88,649.88,64265000
2020-12-09,653.69,654.32,588.0,604.48,604.48,71291200
2020-12-10,574.37,627.75,566.34,627.07,627.07,67083200
2020-12-11,615.01,624.0,596.8,609.99,609.99,46475000
2020-12-14,619.0,642.75,610.2,639.83,639.83,52040600
2020-12-15,643.28,646.9,623.8,633.25,633.25,45071500
2020-12-16,628.23,632.5,605.0,622.77,622.77,42095800
2020-12-17,628.19,658.82,619.5,655.9,655.9,56270100
2020-12-18,668.9,695.0,628.54,695.0,695.0,222126200
2020-12-21,666.24,668.5,646.07,649.86,649.86,58045300
2020-12-22,648.0,649.88,614.23,640.34,640.34,51716000
2020-12-23,632.2,651.5,622.57,645.98,645.98,33173000
2020-12-24,642.99,666.09,641.0,661.77,661.77,22865600
2020-12-28,674.51,681.4,660.8,663.69,663.69,32278600
2020-12-29,661.0,669.9,655.0,665.99,665.99,22910800
2020-12-30,672.0,696.6,668.36,694.78,694.78,42846000
2020-12-31,699.99,718.72,691.12,705.67,705.67,49649900
2021-01-04,719.46,744.49,717.19,729.77,729.77,48638200
2021-01-05,723.66,740.84,719.2,735.11,735.11,32245200
2021-01-06,758.49,774.0,749.1,755.98,755.98,44700000
2021-01-07,777.63,816.99,775.2,816.04,816.04,51498900
2021-01-08,856.0,884.49,838.39,880.02,880.02,75055500
2021-01-11,849.4,854.43,803.62,811.19,811.19,59301600
2021-01-12,831.0,868.0,827.34,849.44,849.44,46270700
2021-01-13,852.76,860.47,832.0,854.41,854.41,33312500
2021-01-14,843.39,863.0,838.75,845.0,845.0,31266300
2021-01-15,852.0,859.9,819.1,826.16,826.16,38777600
2021-01-19,837.8,850.0,833.0,844.55,844.55,25367000
2021-01-20,858.74,859.5,837.28,850.45,850.45,25665900
2021-01-21,855.0,855.72,841.42,844.99,844.99,20521100
2021-01-22,834.31,848.0,828.62,846.64,846.64,20066500
2021-01-25,855.0,900.4,838.82,880.8,880.8,41173400
2021-01-26,891.38,895.9,871.6,883.09,883.09,23131600
2021-01-27,870.35,891.5,858.66,864.16,864.16,27334000
2021-01-28,820.0,848.0,801.0,835.43,835.43,26378000
2021-01-29,830.0,842.41,780.1,793.53,793.53,34990800
2021-02-01,814.29,842.0,795.56,839.81,839.81,25391400
2021-02-02,844.68,880.5,842.2,872.79,872.79,24346200
2021-02-03,877.02,878.08,853.06,854.69,854.69,18343500
2021-02-04,855.0,856.5,833.42,849.99,849.99,15812700
2021-02-05,845.0,864.77,838.97,852.23,852.23,18566600
2021-02-08,869.67,877.77,854.75,863.42,863.42,20161700
2021-02-09,855.12,859.8,841.75,849.46,849.46,15157700
2021-02-10,843.64,844.82,800.02,804.82,804.82,36216100
2021-02-11,812.44,829.88,801.73,811.66,811.66,21622800
2021-02-12,801.26,817.33,785.33,816.12,816.12,23768300
2021-02-16,818.0,821.0,792.44,796.22,796.22,19802300
2021-02-17,779.09,799.84,762.01,798.15,798.15,25996500
2021-02-18,780.9,794.69,776.27,787.38,787.38,17957100
2021-02-19,795.0,796.79,777.37,781.3,781.3,18958300
2021-02-22,762.64,768.5,710.2,714.5,714.5,37269700
2021-02-23,662.13,713.61,619.0,698.84,698.84,66606900
2021-02-24,711.85,745.0,694.17,742.02,742.02,36767000
2021-02-25,726.15,737.21,670.58,682.22,682.22,39023900
2021-02-26,700.0,706.7,659.51,675.5,675.5,41089200
2021-03-01,690.11,719.0,685.05,718.43,718.43,27136200
2021-03-02,718.28,721.11,685.0,686.44,686.44,23732200
2021-03-03,687.99,700.7,651.71,653.2,653.2,30208000
2021-03-04,655.8,668.45,600.0,621.44,621.44,65919500
2021-03-05,626.06,627.84,539.49,597.95,597.95,89396500
2021-03-08,600.55,620.13,558.79,563.0,563.0,51787000
2021-03-09,608.18,678.09,595.21,673.58,673.58,67523300
2021-03-10,700.3,717.85,655.06,668.06,668.06,60605700
2021-03-11,699.4,702.5,677.18,699.6,699.6,36253900
2021-03-12,670.0,694.88,666.14,693.73,693.73,33583800
2021-03-15,694.09,713.18,684.04,707.94,707.94,29335600
2021-03-16,703.35,707.92,671.0,676.88,676.88,32195700
2021-03-17,656.87,703.73,651.01,701.81,701.81,40372500
2021-03-18,684.29,689.23,652.0,653.16,653.16,33224800
2021-03-19,646.6,657.23,624.62,654.87,654.87,42894000
2021-03-22,684.59,699.62,668.75,670.0,670.0,39512200
2021-03-23,675.77,677.8,657.51,662.16,662.16,30491900
2021-03-24,667.91,668.02,630.11,630.27,630.27,33795200
2021-03-25,613.0,645.5,609.5,640.39,640.39,39224900
2021-03-26,641.87,643.82,599.89,618.71,618.71,33852800
2021-03-29,615.64,616.48,596.02,611.29,611.29,28637000
2021-03-30,601.75,637.66,591.01,635.62,635.62,39432400
2021-03-31,646.62,672.0,641.11,667.93,667.93,33337300
2021-04-01,688.37,692.42,659.42,661.75,661.75,35298400
2021-04-05,707.71,708.16,684.7,691.05,691.05,41842800
2021-04-06,690.3,696.55,681.37,691.62,691.62,28271800
2021-04-07,687.0,691.38,667.84,670.97,670.97,26309400
2021-04-08,677.38,689.55,671.65,683.8,683.8,23924300
2021-04-09,677.77,680.97,669.43,677.02,677.02,21437100
2021-04-12,685.7,704.8,682.09,701.98,701.98,29135700
2021-04-13,712.7,763.0,710.66,762.32,762.32,44652800
2021-04-14,770.7,780.79,728.03,732.23,732.23,49017400
2021-04-15,743.1,743.69,721.31,738.85,738.85,27848900
2021-04-16,728.65,749.41,724.6,739.78,739.78,27979500
2021-04-19,719.6,725.4,691.8,714.63,714.63,39686200
2021-04-20,717.42,737.25,710.69,718.99,718.99,35609000
2021-04-21,704.77,744.84,698.0,744.12,744.12,31215500
2021-04-22,741.5,753.77,718.04,719.69,719.69,35590300
2021-04-23,719.8,737.36,715.46,729.4,729.4,28370000
2021-04-26,741.0,749.3,732.61,738.2,738.2,31038500
2021-04-27,717.96,724.0,703.35,704.74,704.74,29437000
2021-04-28,696.41,708.5,693.6,694.4,694.4,22271000
2021-04-29,699.51,702.25,668.5,677.0,677.0,28845400
2021-04-30,667.59,715.47,666.14,709.44,709.44,40758700
2021-05-03,703.8,706.0,680.5,684.9,684.9,27043100
2021-05-04,678.94,683.45,657.7,673.6,673.6,29739300
2021-05-05,681.06,685.3,667.34,670.94,670.94,21901900
2021-05-06,680.76,681.02,650.0,663.54,663.54,27784600
2021-05-07,665.8,690.0,660.22,672.37,672.37,23469200
2021-05-10,664.9,665.05,627.61,629.04,629.04,31392400
2021-05-11,599.24,627.1,595.6,617.2,617.2,46503900
2021-05-12,602.49,620.41,586.77,589.89,589.89,33823600
2021-05-13,601.54,606.46,559.65,571.69,571.69,44184900
2021-05-14,583.41,592.87,570.46,589.74,589.74,33370900
2021-05-17,575.55,589.73,561.2,576.83,576.83,32390400
2021-05-18,568.0,596.25,563.38,577.87,577.87,36830600
2021-05-19,552.55,566.21,546.98,563.46,563.46,39578400
2021-05-20,575.0,588.85,571.07,586.78,586.78,30821100
2021-05-21,596.11,596.68,580.0,580.88,580.88,26030600
2021-05-24,581.6,614.48,573.65,606.44,606.44,34558100
2021-05-25,607.31,613.99,595.71,604.69,604.69,28005900
2021-05-26,607.56,626.17,601.5,619.13,619.13,28639300
2021-05-27,620.24,631.13,616.21,630.85,630.85,26370600
2021-05-28,628.5,635.59,622.38,625.22,625.22,22737000
2021-06-01,627.8,633.8,620.55,623.9,623.9,18084900
2021-06-02,620.13,623.36,599.14,605.12,605.12,23302800
2021-06-03,601.8,604.55,571.22,572.84,572.84,30111900
2021-06-04,579.71,600.61,577.2,599.05,599.05,24036900
2021-06-07,591.83,610.0,582.88,605.13,605.13,22543700
2021-06-08,623.01,623.09,595.5,603.59,603.59,26053400
2021-06-09,602.17,611.79,597.63,598.78,598.78,16584600
2021-06-10,603.88,616.59,600.5,610.12,610.12,23919600
2021-06-11,610.23,612.56,601.52,609.89,609.89,16205300
2021-06-14,612.23,625.49,609.18,617.69,617.69,20424000
2021-06-15,616.69,616.79,598.23,599.36,599.36,17764100
2021-06-16,597.54,608.5,593.5,604.87,604.87,22144100
2021-06-17,601.89,621.47,601.34,616.6,616.6,22701400
2021-06-18,613.37,628.35,611.8,623.31,623.31,24560900
2021-06-21,624.48,631.39,608.88,620.83,620.83,24812700
2021-06-22,618.25,628.57,615.5,623.71,623.71,19158900
2021-06-23,632.0,657.2,630.04,656.57,656.57,31099200
2021-06-24,674.99,697.62,667.61,679.82,679.82,45982400
2021-06-25,689.58,693.81,668.7,671.87,671.87,32496700
2021-06-28,671.64,694.7,670.32,688.72,688.72,21628200
2021-06-29,684.65,687.51,675.89,680.76,680.76,17381300
2021-06-30,679.77,692.81,678.14,679.7,679.7,18924900
2021-07-01,683.92,687.99,672.8,677.92,677.92,18634500
2021-07-02,678.98,700.0,673.26,678.9,678.9,27054500
2021-07-06,681.71,684.0,651.4,659.58,659.58,23284500
2021-07-07,664.27,665.7,638.32,644.65,644.65,18792000
2021-07-08,628.37,654.43,620.46,652.81,652.81,22773300
2021-07-09,653.18,658.91,644.69,656.95,656.95,18140500
2021-07-12,662.2,687.24,662.16,685.7,685.7,25927000
2021-07-13,686.32,693.28,666.3,668.54,668.54,20966100
2021-07-14,670.75,678.61,652.84,653.38,653.38,21641200
2021-07-15,658.39,666.14,637.88,650.6,650.6,20209600
2021-07-16,654.68,656.7,642.2,644.22,644.22,16371000
2021-07-19,629.89,647.2,621.29,646.22,646.22,21297100
2021-07-20,651.99,662.39,640.5,660.5,660.5,15487100
2021-07-21,659.61,664.86,650.29,655.29,655.29,13953300
2021-07-22,656.44,662.17,644.6,649.26,649.26,15105700
2021-07-23,646.36,648.8,637.3,643.38,643.38,14604900
2021-07-26,650.97,668.2,647.11,657.62,657.62,25336600
2021-07-27,663.4,666.5,627.24,644.78,644.78,32813300
2021-07-28,647.0,654.97,639.4,646.98,646.98,16006600
2021-07-29,649.79,683.69,648.8,677.35,677.35,30394600
